year	eeacellcode	specieskey	species	establishmentmeans	degreeofestablishment	pathway	occurrences	distinctobservers
2022	1kmE4013N3100	5333294	Castanea sativa				1	1
2022	1kmE4013N3100	5414202	Myrica gale				1	1
2022	1kmE4013N3108	2880539	Quercus rubra				2	1
2022	1kmE4013N3109	3054368	Juglans regia				1	1
2022	1kmE4013N3111	2880539	Quercus rubra				1	1
2022	1kmE4013N3114	2882316	Fagus sylvatica				1	1
2022	1kmE4013N3117	2880539	Quercus rubra				1	1
2022	1kmE4014N3081	2875979	Corylus avellana				1	1
2022	1kmE4014N3081	3054368	Juglans regia				2	2
2022	1kmE4014N3082	2878688	Quercus robur				1	1
2022	1kmE4014N3082	5333294	Castanea sativa				1	1
2022	1kmE4014N3083	2875818	Carpinus betulus				1	1
2022	1kmE4014N3083	2875979	Corylus avellana				2	2
2022	1kmE4014N3083	3054368	Juglans regia				1	1
2022	1kmE4014N3084	2878688	Quercus robur				1	1
2022	1kmE4014N3084	3054368	Juglans regia				1	1
2022	1kmE4014N3085	2875818	Carpinus betulus				1	1
2022	1kmE4014N3085	2875979	Corylus avellana				2	2
2022	1kmE4014N3085	2879098	Quercus ilex				1	1
2022	1kmE4014N3085	2880130	Quercus petraea				1	1
2022	1kmE4014N3085	5331916	Betula pendula				1	1
2022	1kmE4014N3086	2875818	Carpinus betulus				1	1
2022	1kmE4014N3086	2876607	Alnus cordata				1	1
2022	1kmE4014N3086	2882316	Fagus sylvatica				1	1
2022	1kmE4014N3086	5333294	Castanea sativa				3	3
2022	1kmE4014N3087	2875979	Corylus avellana				1	1
2022	1kmE4014N3087	2880539	Quercus rubra				1	1
2022	1kmE4014N3087	2882316	Fagus sylvatica				1	1
2022	1kmE4014N3087	5333294	Castanea sativa				1	1
2022	1kmE4014N3088	2875818	Carpinus betulus				1	1
2022	1kmE4014N3088	2875979	Corylus avellana				2	2
2022	1kmE4014N3088	2876213	Alnus glutinosa				1	1
2022	1kmE4014N3088	2880130	Quercus petraea				1	1
2022	1kmE4014N3088	2880539	Quercus rubra				2	2
2022	1kmE4014N3088	5331916	Betula pendula				1	1
2022	1kmE4014N3088	5333294	Castanea sativa				1	1
2022	1kmE4014N3089	2880539	Quercus rubra				1	1
2022	1kmE4014N3089	2880580	Quercus cerris				1	1
2022	1kmE4014N3090	2875979	Corylus avellana				1	1
2022	1kmE4014N3090	2876213	Alnus glutinosa				2	2
2022	1kmE4014N3090	2880539	Quercus rubra				1	1
2022	1kmE4014N3090	2882316	Fagus sylvatica				1	1
2022	1kmE4014N3090	5331916	Betula pendula				1	1
2022	1kmE4014N3090	8288647	Pterocarya fraxinifolia				2	1
2022	1kmE4014N3092	2878688	Quercus robur				1	1
2022	1kmE4014N3092	3054368	Juglans regia				1	1
2022	1kmE4014N3094	2875818	Carpinus betulus				1	1
2022	1kmE4014N3095	2875979	Corylus avellana				1	1
2022	1kmE4014N3095	3054368	Juglans regia				1	1
2022	1kmE4014N3096	2875979	Corylus avellana				1	1
2022	1kmE4014N3096	3054368	Juglans regia				1	1
2022	1kmE4014N3096	5333294	Castanea sativa				1	1
2022	1kmE4014N3097	2875979	Corylus avellana				1	1
2022	1kmE4014N3098	2876213	Alnus glutinosa				1	1
2022	1kmE4014N3098	2880539	Quercus rubra				1	1
2022	1kmE4014N3098	5331916	Betula pendula				1	1
2022	1kmE4014N3098	5333294	Castanea sativa				1	1
2022	1kmE4014N3099	5414202	Myrica gale				1	1
2022	1kmE4014N3100	5414202	Myrica gale				1	1
2022	1kmE4014N3102	2880539	Quercus rubra				1	1
2022	1kmE4014N3105	2880539	Quercus rubra				1	1
2022	1kmE4014N3114	5333294	Castanea sativa				2	1
2022	1kmE4014N3115	2880539	Quercus rubra				1	1
2022	1kmE4015N3081	2876213	Alnus glutinosa				1	1
2022	1kmE4015N3081	5333294	Castanea sativa				1	1
2022	1kmE4015N3082	2875979	Corylus avellana				2	2
2022	1kmE4015N3082	2878688	Quercus robur				1	1
2022	1kmE4015N3082	2879098	Quercus ilex				1	1
2022	1kmE4015N3084	2878688	Quercus robur				1	1
2022	1kmE4015N3084	5331916	Betula pendula				1	1
2022	1kmE4015N3085	2875818	Carpinus betulus				1	1
2022	1kmE4015N3085	2876213	Alnus glutinosa				1	1
2022	1kmE4015N3085	2878688	Quercus robur				1	1
2022	1kmE4015N3085	2882316	Fagus sylvatica				1	1
2022	1kmE4015N3085	3054368	Juglans regia				1	1
2022	1kmE4015N3086	2875818	Carpinus betulus				2	2
2022	1kmE4015N3086	2876213	Alnus glutinosa				1	1
2022	1kmE4015N3086	2882316	Fagus sylvatica				1	1
2022	1kmE4015N3086	3054368	Juglans regia				1	1
2022	1kmE4015N3086	5333294	Castanea sativa				1	1
2022	1kmE4015N3087	2875979	Corylus avellana				3	3
2022	1kmE4015N3087	2876607	Alnus cordata				2	2
2022	1kmE4015N3087	2878688	Quercus robur				1	1
2022	1kmE4015N3087	2880130	Quercus petraea				1	1
2022	1kmE4015N3087	2880539	Quercus rubra				1	1
2022	1kmE4015N3087	3054368	Juglans regia				1	1
2022	1kmE4015N3087	5333294	Castanea sativa				2	1
2022	1kmE4015N3088	2882316	Fagus sylvatica				1	1
2022	1kmE4015N3089	2882316	Fagus sylvatica				1	1
2022	1kmE4015N3090	2878688	Quercus robur				1	1
2022	1kmE4015N3093	2876213	Alnus glutinosa				1	1
2022	1kmE4015N3093	2876607	Alnus cordata				1	1
2022	1kmE4015N3094	2875979	Corylus avellana				1	1
2022	1kmE4015N3094	2878688	Quercus robur				1	1
2022	1kmE4015N3094	2882316	Fagus sylvatica				1	1
2022	1kmE4015N3094	5333294	Castanea sativa				1	1
2022	1kmE4015N3095	2875979	Corylus avellana				1	1
2022	1kmE4015N3095	2882316	Fagus sylvatica				1	1
2022	1kmE4015N3095	3054368	Juglans regia				1	1
2022	1kmE4015N3095	5333294	Castanea sativa				1	1
2022	1kmE4015N3096	2880539	Quercus rubra				1	1
2022	1kmE4015N3097	2878688	Quercus robur				1	1
2022	1kmE4015N3097	2880539	Quercus rubra				1	1
2022	1kmE4015N3098	2880539	Quercus rubra				2	1
2022	1kmE4015N3098	2882316	Fagus sylvatica				2	1
2022	1kmE4015N3099	2880539	Quercus rubra				1	1
2022	1kmE4015N3103	2880539	Quercus rubra				1	1
2022	1kmE4015N3104	9148577	Alnus incana				1	1
2022	1kmE4015N3105	2880539	Quercus rubra				1	1
2022	1kmE4015N3110	5333294	Castanea sativa				1	1
2022	1kmE4015N3115	3054368	Juglans regia				1	1
2022	1kmE4015N3117	5333294	Castanea sativa				1	1
2022	1kmE4016N3080	2875818	Carpinus betulus				1	1
2022	1kmE4016N3081	2875818	Carpinus betulus				2	2
2022	1kmE4016N3081	2875979	Corylus avellana				1	1
2022	1kmE4016N3081	2882316	Fagus sylvatica				1	1
2022	1kmE4016N3082	2875818	Carpinus betulus				2	2
2022	1kmE4016N3082	2875979	Corylus avellana				1	1
2022	1kmE4016N3082	3054368	Juglans regia				1	1
2022	1kmE4016N3083	2876213	Alnus glutinosa				2	2
2022	1kmE4016N3083	5333294	Castanea sativa				1	1
2022	1kmE4016N3084	2875979	Corylus avellana				1	1
2022	1kmE4016N3084	2880580	Quercus cerris				1	1
2022	1kmE4016N3085	2875979	Corylus avellana				1	1
2022	1kmE4016N3085	2882316	Fagus sylvatica				1	1
2022	1kmE4016N3085	5333294	Castanea sativa				1	1
2022	1kmE4016N3086	2875979	Corylus avellana				2	2
2022	1kmE4016N3086	2878688	Quercus robur				1	1
2022	1kmE4016N3086	2880539	Quercus rubra				1	1
2022	1kmE4016N3086	2882316	Fagus sylvatica				2	2
2022	1kmE4016N3086	3054368	Juglans regia				5	5
2022	1kmE4016N3086	5333294	Castanea sativa				2	2
2022	1kmE4016N3087	2875818	Carpinus betulus				1	1
2022	1kmE4016N3087	2875979	Corylus avellana				2	2
2022	1kmE4016N3087	2876213	Alnus glutinosa				1	1
2022	1kmE4016N3087	2880130	Quercus petraea				1	1
2022	1kmE4016N3087	5331916	Betula pendula				2	2
2022	1kmE4016N3088	2876213	Alnus glutinosa				1	1
2022	1kmE4016N3088	2878688	Quercus robur				1	1
2022	1kmE4016N3088	3054368	Juglans regia				1	1
2022	1kmE4016N3089	2876213	Alnus glutinosa				1	1
2022	1kmE4016N3089	2882316	Fagus sylvatica				3	1
2022	1kmE4016N3090	2875979	Corylus avellana				1	1
2022	1kmE4016N3090	2880130	Quercus petraea				1	1
2022	1kmE4016N3090	3054368	Juglans regia				1	1
2022	1kmE4016N3090	8288647	Pterocarya fraxinifolia				1	1
2022	1kmE4016N3091	3054368	Juglans regia				1	1
2022	1kmE4016N3092	2875818	Carpinus betulus				1	1
2022	1kmE4016N3092	2876213	Alnus glutinosa				1	1
2022	1kmE4016N3092	2876607	Alnus cordata				1	1
2022	1kmE4016N3092	2878688	Quercus robur				1	1
2022	1kmE4016N3092	3054368	Juglans regia				1	1
2022	1kmE4016N3092	5331916	Betula pendula				1	1
2022	1kmE4016N3093	2875818	Carpinus betulus				1	1
2022	1kmE4016N3093	2876213	Alnus glutinosa				1	1
2022	1kmE4016N3094	3054368	Juglans regia				1	1
2022	1kmE4016N3095	2878688	Quercus robur				1	1
2022	1kmE4016N3095	5333294	Castanea sativa				1	1
2022	1kmE4016N3096	2875818	Carpinus betulus				1	1
2022	1kmE4016N3096	2880539	Quercus rubra				1	1
2022	1kmE4016N3096	5333294	Castanea sativa				2	1
2022	1kmE4016N3097	2880539	Quercus rubra				1	1
2022	1kmE4016N3097	3054368	Juglans regia				1	1
2022	1kmE4016N3098	2880539	Quercus rubra				2	1
2022	1kmE4016N3100	2876213	Alnus glutinosa				1	1
2022	1kmE4016N3100	2878688	Quercus robur				1	1
2022	1kmE4016N3100	2880539	Quercus rubra				1	1
2022	1kmE4016N3103	5414202	Myrica gale				1	1
2022	1kmE4016N3104	2880539	Quercus rubra				3	1
2022	1kmE4016N3105	2880539	Quercus rubra				2	1
2022	1kmE4016N3106	2880539	Quercus rubra				1	1
2022	1kmE4016N3107	3054368	Juglans regia				1	1
2022	1kmE4016N3108	2880539	Quercus rubra				1	1
2022	1kmE4016N3108	5333294	Castanea sativa				1	1
2022	1kmE4016N3109	2880539	Quercus rubra				1	1
2022	1kmE4016N3109	5333294	Castanea sativa				2	1
2022	1kmE4016N3115	2882316	Fagus sylvatica				1	1
2022	1kmE4016N3116	5333294	Castanea sativa				1	1
2022	1kmE4016N3117	2880539	Quercus rubra				1	1
2022	1kmE4017N3081	3054368	Juglans regia				1	1
2022	1kmE4017N3081	5331916	Betula pendula				1	1
2022	1kmE4017N3081	5333294	Castanea sativa				1	1
2022	1kmE4017N3082	2875818	Carpinus betulus				1	1
2022	1kmE4017N3082	2875979	Corylus avellana				1	1
2022	1kmE4017N3082	2876607	Alnus cordata				1	1
2022	1kmE4017N3083	2875818	Carpinus betulus				1	1
2022	1kmE4017N3083	2875979	Corylus avellana				4	4
2022	1kmE4017N3083	5333294	Castanea sativa				1	1
2022	1kmE4017N3084	2875979	Corylus avellana				4	3
2022	1kmE4017N3084	2880130	Quercus petraea				1	1
2022	1kmE4017N3084	2882316	Fagus sylvatica				1	1
2022	1kmE4017N3084	3054368	Juglans regia				2	2
2022	1kmE4017N3084	5333294	Castanea sativa				2	2
2022	1kmE4017N3085	2875818	Carpinus betulus				2	2
2022	1kmE4017N3085	2875979	Corylus avellana				1	1
2022	1kmE4017N3085	2878688	Quercus robur				1	1
2022	1kmE4017N3085	2880539	Quercus rubra				2	2
2022	1kmE4017N3085	2882316	Fagus sylvatica				2	2
2022	1kmE4017N3085	3054368	Juglans regia				1	1
2022	1kmE4017N3085	5331916	Betula pendula				1	1
2022	1kmE4017N3086	2875979	Corylus avellana				1	1
2022	1kmE4017N3086	2876213	Alnus glutinosa				1	1
2022	1kmE4017N3086	2878688	Quercus robur				1	1
2022	1kmE4017N3086	2880539	Quercus rubra				3	2
2022	1kmE4017N3086	3054357	Juglans nigra				5	1
2022	1kmE4017N3086	3054368	Juglans regia				1	1
2022	1kmE4017N3086	5333294	Castanea sativa				1	1
2022	1kmE4017N3086	8288647	Pterocarya fraxinifolia				1	1
2022	1kmE4017N3087	2875979	Corylus avellana				2	1
2022	1kmE4017N3087	5333294	Castanea sativa				2	2
2022	1kmE4017N3088						1	1
2022	1kmE4017N3088	2875818	Carpinus betulus				1	1
2022	1kmE4017N3088	2875979	Corylus avellana				4	3
2022	1kmE4017N3088	2878688	Quercus robur				2	2
2022	1kmE4017N3088	3054368	Juglans regia				3	3
2022	1kmE4017N3088	5331916	Betula pendula				1	1
2022	1kmE4017N3089	2875979	Corylus avellana				2	2
2022	1kmE4017N3089	2878688	Quercus robur				1	1
2022	1kmE4017N3089	3054368	Juglans regia				4	3
2022	1kmE4017N3089	8288647	Pterocarya fraxinifolia				1	1
2022	1kmE4017N3090	2880539	Quercus rubra				1	1
2022	1kmE4017N3090	2882316	Fagus sylvatica				18	3
2022	1kmE4017N3090	5333294	Castanea sativa				1	1
2022	1kmE4017N3090	8288647	Pterocarya fraxinifolia				11	2
2022	1kmE4017N3091	2876213	Alnus glutinosa				1	1
2022	1kmE4017N3091	2878688	Quercus robur				1	1
2022	1kmE4017N3091	3054368	Juglans regia				1	1
2022	1kmE4017N3091	5331916	Betula pendula				1	1
2022	1kmE4017N3092	2875818	Carpinus betulus				1	1
2022	1kmE4017N3092	2882316	Fagus sylvatica				1	1
2022	1kmE4017N3092	3054368	Juglans regia				1	1
2022	1kmE4017N3093	2875818	Carpinus betulus				1	1
2022	1kmE4017N3093	2876213	Alnus glutinosa				1	1
2022	1kmE4017N3093	9118014	Betula pubescens				1	1
2022	1kmE4017N3094	2878688	Quercus robur				1	1
2022	1kmE4017N3095	3054368	Juglans regia				1	1
2022	1kmE4017N3095	9118014	Betula pubescens				1	1
2022	1kmE4017N3096	2876213	Alnus glutinosa				1	1
2022	1kmE4017N3096	5333294	Castanea sativa				1	1
2022	1kmE4017N3097	3054368	Juglans regia				1	1
2022	1kmE4017N3097	5333294	Castanea sativa				1	1
2022	1kmE4017N3098	5331916	Betula pendula				1	1
2022	1kmE4017N3099	2880539	Quercus rubra				1	1
2022	1kmE4017N3100	2880539	Quercus rubra				1	1
2022	1kmE4017N3101	2875818	Carpinus betulus				1	1
2022	1kmE4017N3105	2880539	Quercus rubra				2	1
2022	1kmE4017N3106	5333294	Castanea sativa				1	1
2022	1kmE4017N3107	2875818	Carpinus betulus				1	1
2022	1kmE4017N3107	2878688	Quercus robur				1	1
2022	1kmE4017N3107	2880539	Quercus rubra				2	1
2022	1kmE4017N3107	3054368	Juglans regia				1	1
2022	1kmE4017N3107	5331916	Betula pendula				1	1
2022	1kmE4017N3107	8313153	Quercus palustris				1	1
2022	1kmE4017N3108	2880539	Quercus rubra				1	1
2022	1kmE4017N3108	5333294	Castanea sativa				2	2
2022	1kmE4017N3108	9118014	Betula pubescens				1	1
2022	1kmE4017N3109	2880539	Quercus rubra				1	1
2022	1kmE4017N3109	5333294	Castanea sativa				1	1
2022	1kmE4017N3114	5333294	Castanea sativa				2	1
2022	1kmE4017N3115	2880539	Quercus rubra				3	1
2022	1kmE4018N3080	2875818	Carpinus betulus				1	1
2022	1kmE4018N3081	2875979	Corylus avellana				1	1
2022	1kmE4018N3081	2878688	Quercus robur				1	1
2022	1kmE4018N3082	2878688	Quercus robur				3	3
2022	1kmE4018N3083	2875818	Carpinus betulus				1	1
2022	1kmE4018N3083	2878688	Quercus robur				1	1
2022	1kmE4018N3084	2875818	Carpinus betulus				2	2
2022	1kmE4018N3084	2875979	Corylus avellana				1	1
2022	1kmE4018N3084	2876213	Alnus glutinosa				2	2
2022	1kmE4018N3084	2878688	Quercus robur				2	2
2022	1kmE4018N3084	3054368	Juglans regia				1	1
2022	1kmE4018N3085	2875979	Corylus avellana				3	3
2022	1kmE4018N3085	2880539	Quercus rubra				1	1
2022	1kmE4018N3086	2876607	Alnus cordata				1	1
2022	1kmE4018N3086	2878688	Quercus robur				1	1
2022	1kmE4018N3086	3054368	Juglans regia				1	1
2022	1kmE4018N3086	5333294	Castanea sativa				1	1
2022	1kmE4018N3086	8288647	Pterocarya fraxinifolia				1	1
2022	1kmE4018N3087	2875979	Corylus avellana				2	2
2022	1kmE4018N3087	2876213	Alnus glutinosa				1	1
2022	1kmE4018N3087	2878688	Quercus robur				1	1
2022	1kmE4018N3087	5333294	Castanea sativa				1	1
2022	1kmE4018N3088	2875979	Corylus avellana				2	2
2022	1kmE4018N3088	2876213	Alnus glutinosa				1	1
2022	1kmE4018N3088	2878688	Quercus robur				2	2
2022	1kmE4018N3088	2880130	Quercus petraea				1	1
2022	1kmE4018N3088	2880539	Quercus rubra				1	1
2022	1kmE4018N3088	5333294	Castanea sativa				1	1
2022	1kmE4018N3089	2878688	Quercus robur				2	2
2022	1kmE4018N3089	3054368	Juglans regia				1	1
2022	1kmE4018N3089	5333294	Castanea sativa				1	1
2022	1kmE4018N3090	2875979	Corylus avellana				1	1
2022	1kmE4018N3090	2882316	Fagus sylvatica				1	1
2022	1kmE4018N3090	3054357	Juglans nigra				5	1
2022	1kmE4018N3090	3054368	Juglans regia				1	1
2022	1kmE4018N3090	5331916	Betula pendula				1	1
2022	1kmE4018N3090	5333294	Castanea sativa				1	1
2022	1kmE4018N3091						1	1
2022	1kmE4018N3092	2875979	Corylus avellana				2	1
2022	1kmE4018N3092	2882316	Fagus sylvatica				1	1
2022	1kmE4018N3092	3054368	Juglans regia				2	2
2022	1kmE4018N3092	5333294	Castanea sativa				1	1
2022	1kmE4018N3093	2875979	Corylus avellana				1	1
2022	1kmE4018N3093	2878688	Quercus robur				2	2
2022	1kmE4018N3093	2880130	Quercus petraea				1	1
2022	1kmE4018N3093	2880539	Quercus rubra				2	2
2022	1kmE4018N3093	3054368	Juglans regia				1	1
2022	1kmE4018N3094	2875979	Corylus avellana				1	1
2022	1kmE4018N3094	2878688	Quercus robur				1	1
2022	1kmE4018N3095	2882316	Fagus sylvatica				1	1
2022	1kmE4018N3095	5333294	Castanea sativa				1	1
2022	1kmE4018N3097	2875818	Carpinus betulus				1	1
2022	1kmE4018N3097	2880539	Quercus rubra				2	2
2022	1kmE4018N3097	3054368	Juglans regia				1	1
2022	1kmE4018N3098	2875818	Carpinus betulus				1	1
2022	1kmE4018N3098	2875979	Corylus avellana				1	1
2022	1kmE4018N3099	2875818	Carpinus betulus				1	1
2022	1kmE4018N3106	3054368	Juglans regia				1	1
2022	1kmE4018N3107	2875979	Corylus avellana				1	1
2022	1kmE4018N3107	2880539	Quercus rubra				1	1
2022	1kmE4018N3107	3054368	Juglans regia				1	1
2022	1kmE4018N3108	3054368	Juglans regia				1	1
2022	1kmE4018N3109	2880130	Quercus petraea				1	1
2022	1kmE4018N3109	5333294	Castanea sativa				1	1
2022	1kmE4018N3113	2880539	Quercus rubra				1	1
2022	1kmE4018N3113	5333294	Castanea sativa				3	1
2022	1kmE4018N3114	2880539	Quercus rubra				1	1
2022	1kmE4018N3115	2880539	Quercus rubra				1	1
2022	1kmE4018N3116	2880539	Quercus rubra				1	1
2022	1kmE4018N3117	3054368	Juglans regia				1	1
2022	1kmE4019N3080	2882316	Fagus sylvatica				1	1
2022	1kmE4019N3081	2875979	Corylus avellana				1	1
2022	1kmE4019N3081	2878688	Quercus robur				1	1
2022	1kmE4019N3082	2878688	Quercus robur				1	1
2022	1kmE4019N3082	3054368	Juglans regia				1	1
2022	1kmE4019N3082	5331916	Betula pendula				1	1
2022	1kmE4019N3082	5333294	Castanea sativa				1	1
2022	1kmE4019N3083	2875979	Corylus avellana				3	3
2022	1kmE4019N3083	2882316	Fagus sylvatica				1	1
2022	1kmE4019N3084	2875979	Corylus avellana				1	1
2022	1kmE4019N3084	3054368	Juglans regia				1	1
2022	1kmE4019N3084	5331916	Betula pendula				1	1
2022	1kmE4019N3085	2880539	Quercus rubra				2	2
2022	1kmE4019N3086	2875979	Corylus avellana				4	4
2022	1kmE4019N3086	3054368	Juglans regia				2	2
2022	1kmE4019N3086	5331916	Betula pendula				1	1
2022	1kmE4019N3087	2875818	Carpinus betulus				2	2
2022	1kmE4019N3087	2875979	Corylus avellana				4	3
2022	1kmE4019N3087	2876213	Alnus glutinosa				2	2
2022	1kmE4019N3087	2876607	Alnus cordata				1	1
2022	1kmE4019N3087	2882316	Fagus sylvatica				1	1
2022	1kmE4019N3088	2875818	Carpinus betulus				1	1
2022	1kmE4019N3088	2875979	Corylus avellana				2	2
2022	1kmE4019N3088	2876213	Alnus glutinosa				1	1
2022	1kmE4019N3088	2880580	Quercus cerris				1	1
2022	1kmE4019N3088	2882316	Fagus sylvatica				3	2
2022	1kmE4019N3088	5333294	Castanea sativa				1	1
2022	1kmE4019N3089	2875818	Carpinus betulus				1	1
2022	1kmE4019N3089	2880130	Quercus petraea				1	1
2022	1kmE4019N3089	3054368	Juglans regia				1	1
2022	1kmE4019N3090	2875979	Corylus avellana				2	2
2022	1kmE4019N3090	3054368	Juglans regia				1	1
2022	1kmE4019N3090	5331916	Betula pendula				2	2
2022	1kmE4019N3091	3054368	Juglans regia				1	1
2022	1kmE4019N3091	5331916	Betula pendula				1	1
2022	1kmE4019N3092	2875818	Carpinus betulus				2	2
2022	1kmE4019N3092	2875979	Corylus avellana				2	2
2022	1kmE4019N3092	2876213	Alnus glutinosa				1	1
2022	1kmE4019N3093	2875818	Carpinus betulus				1	1
2022	1kmE4019N3093	2875979	Corylus avellana				2	2
2022	1kmE4019N3093	2882316	Fagus sylvatica				2	2
2022	1kmE4019N3093	3054368	Juglans regia				1	1
2022	1kmE4019N3093	5333294	Castanea sativa				1	1
2022	1kmE4019N3093	9118014	Betula pubescens				1	1
2022	1kmE4019N3094	2876213	Alnus glutinosa				1	1
2022	1kmE4019N3097	2876607	Alnus cordata				1	1
2022	1kmE4019N3097	9148577	Alnus incana				2	2
2022	1kmE4019N3098	2876607	Alnus cordata				1	1
2022	1kmE4019N3098	3054368	Juglans regia				1	1
2022	1kmE4019N3099	5331916	Betula pendula				1	1
2022	1kmE4019N3099	5333294	Castanea sativa				1	1
2022	1kmE4019N3100	2880539	Quercus rubra				2	1
2022	1kmE4019N3100	3054368	Juglans regia				2	1
2022	1kmE4019N3101	2876213	Alnus glutinosa				1	1
2022	1kmE4019N3105	2878688	Quercus robur				1	1
2022	1kmE4019N3106	2878688	Quercus robur				1	1
2022	1kmE4019N3108	2875979	Corylus avellana				1	1
2022	1kmE4019N3112	3054368	Juglans regia				1	1
2022	1kmE4019N3114	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3082	2878688	Quercus robur				1	1
2022	1kmE4020N3083	2875979	Corylus avellana				1	1
2022	1kmE4020N3083	2878688	Quercus robur				2	2
2022	1kmE4020N3083	2880130	Quercus petraea				1	1
2022	1kmE4020N3083	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3083	3054368	Juglans regia				1	1
2022	1kmE4020N3083	5331916	Betula pendula				1	1
2022	1kmE4020N3084	2878688	Quercus robur				1	1
2022	1kmE4020N3084	3054368	Juglans regia				1	1
2022	1kmE4020N3084	5331916	Betula pendula				1	1
2022	1kmE4020N3084	9118014	Betula pubescens				1	1
2022	1kmE4020N3085	2875979	Corylus avellana				2	1
2022	1kmE4020N3085	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3085	3054368	Juglans regia				1	1
2022	1kmE4020N3085	5333294	Castanea sativa				1	1
2022	1kmE4020N3086	2875979	Corylus avellana				1	1
2022	1kmE4020N3086	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3086	5331916	Betula pendula				1	1
2022	1kmE4020N3087	2875818	Carpinus betulus				1	1
2022	1kmE4020N3087	2880130	Quercus petraea				1	1
2022	1kmE4020N3087	2880539	Quercus rubra				1	1
2022	1kmE4020N3087	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3087	3054368	Juglans regia				3	3
2022	1kmE4020N3087	5331916	Betula pendula				1	1
2022	1kmE4020N3087	5333294	Castanea sativa				1	1
2022	1kmE4020N3088	2875818	Carpinus betulus				2	2
2022	1kmE4020N3088	2875979	Corylus avellana				1	1
2022	1kmE4020N3088	2876213	Alnus glutinosa				1	1
2022	1kmE4020N3088	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3088	5333294	Castanea sativa				1	1
2022	1kmE4020N3089	2875818	Carpinus betulus				1	1
2022	1kmE4020N3089	2875979	Corylus avellana				1	1
2022	1kmE4020N3089	2876213	Alnus glutinosa				1	1
2022	1kmE4020N3089	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3089	3054368	Juglans regia				1	1
2022	1kmE4020N3089	8288647	Pterocarya fraxinifolia				1	1
2022	1kmE4020N3089	9118014	Betula pubescens				1	1
2022	1kmE4020N3090	2875979	Corylus avellana				1	1
2022	1kmE4020N3090	2878688	Quercus robur				1	1
2022	1kmE4020N3090	5333294	Castanea sativa				1	1
2022	1kmE4020N3091	2882316	Fagus sylvatica				2	1
2022	1kmE4020N3091	3054368	Juglans regia				1	1
2022	1kmE4020N3091	9118014	Betula pubescens				1	1
2022	1kmE4020N3092	2875979	Corylus avellana				3	2
2022	1kmE4020N3092	2878688	Quercus robur				1	1
2022	1kmE4020N3092	2880539	Quercus rubra				1	1
2022	1kmE4020N3093	2875818	Carpinus betulus				2	2
2022	1kmE4020N3093	2878688	Quercus robur				1	1
2022	1kmE4020N3093	2880580	Quercus cerris				1	1
2022	1kmE4020N3093	2882316	Fagus sylvatica				2	2
2022	1kmE4020N3093	5331916	Betula pendula				1	1
2022	1kmE4020N3094	2876213	Alnus glutinosa				2	2
2022	1kmE4020N3094	2880130	Quercus petraea				1	1
2022	1kmE4020N3094	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3094	3054368	Juglans regia				2	2
2022	1kmE4020N3094	5331916	Betula pendula				1	1
2022	1kmE4020N3095						1	1
2022	1kmE4020N3095	2878688	Quercus robur				1	1
2022	1kmE4020N3097	2875979	Corylus avellana				1	1
2022	1kmE4020N3097	3054368	Juglans regia				4	1
2022	1kmE4020N3098	2875979	Corylus avellana				2	2
2022	1kmE4020N3098	2876213	Alnus glutinosa				1	1
2022	1kmE4020N3098	2878688	Quercus robur				2	2
2022	1kmE4020N3100	3054368	Juglans regia				1	1
2022	1kmE4020N3100	5331916	Betula pendula				1	1
2022	1kmE4020N3101	3054368	Juglans regia				4	2
2022	1kmE4020N3101	5333294	Castanea sativa				1	1
2022	1kmE4020N3103	2878688	Quercus robur				1	1
2022	1kmE4020N3103	3054368	Juglans regia				1	1
2022	1kmE4020N3104	3054368	Juglans regia				1	1
2022	1kmE4020N3107	2875979	Corylus avellana				1	1
2022	1kmE4020N3107	2878688	Quercus robur				1	1
2022	1kmE4020N3107	2880539	Quercus rubra				1	1
2022	1kmE4020N3107	3054368	Juglans regia				1	1
2022	1kmE4020N3107	5331916	Betula pendula				1	1
2022	1kmE4020N3108	2876213	Alnus glutinosa				1	1
2022	1kmE4020N3108	2880539	Quercus rubra				1	1
2022	1kmE4020N3109	2876213	Alnus glutinosa				1	1
2022	1kmE4020N3109	2878688	Quercus robur				1	1
2022	1kmE4020N3109	2880539	Quercus rubra				1	1
2022	1kmE4020N3109	2882316	Fagus sylvatica				1	1
2022	1kmE4020N3109	5331916	Betula pendula				1	1
2022	1kmE4020N3109	5333294	Castanea sativa				1	1
2022	1kmE4020N3110	2875818	Carpinus betulus				1	1
2022	1kmE4020N3110	2880539	Quercus rubra				1	1
2022	1kmE4020N3110	3054368	Juglans regia				1	1
2022	1kmE4021N3080	2875979	Corylus avellana				1	1
2022	1kmE4021N3082	2875818	Carpinus betulus				1	1
2022	1kmE4021N3082	2875979	Corylus avellana				1	1
2022	1kmE4021N3082	2878688	Quercus robur				1	1
